x		f(x)		f'(x) a		f'(x) fd	f''(x) a	f''(x) fd

-4.000000	0.572750	-0.989358	-0.009907	-0.291000	-0.251370	
-3.990000	0.562843	-0.992070	-0.009933	-0.251370	-0.211640	
-3.980000	0.552910	-0.994385	-0.009954	-0.211640	-0.171825	
-3.970000	0.542956	-0.996303	-0.009971	-0.171825	-0.131941	
-3.960000	0.532985	-0.997822	-0.009984	-0.131941	-0.092004	
-3.950000	0.523001	-0.998941	-0.009993	-0.092004	-0.052031	
-3.940000	0.513008	-0.999662	-0.009999	-0.052031	-0.012037	
-3.930000	0.503009	-0.999982	-0.010000	-0.012037	0.027962	
-3.920000	0.493009	-0.999902	-0.009997	0.027962	0.067950	
-3.910000	0.483012	-0.999423	-0.009990	0.067950	0.107911	
-3.900000	0.473022	-0.998543	-0.009979	0.107911	0.147828	
-3.890000	0.463043	-0.997265	-0.009965	0.147828	0.187687	
-3.880000	0.453078	-0.995587	-0.009946	0.187687	0.227470	
-3.870000	0.443133	-0.993511	-0.009923	0.227470	0.267162	
-3.860000	0.433209	-0.991038	-0.009896	0.267162	0.306748	
-3.850000	0.423313	-0.988168	-0.009866	0.306748	0.346210	
-3.840000	0.413447	-0.984903	-0.009831	0.346210	0.385535	
-3.830000	0.403616	-0.981244	-0.009793	0.385535	0.424705	
-3.820000	0.393824	-0.977193	-0.009750	0.424705	0.463705	
-3.810000	0.384074	-0.972751	-0.009704	0.463705	0.502520	
-3.800000	0.374370	-0.967920	-0.009653	0.502520	0.541133	
-3.790000	0.364717	-0.962701	-0.009599	0.541133	0.579531	
-3.780000	0.355117	-0.957098	-0.009541	0.579531	0.617696	
-3.770000	0.345576	-0.951111	-0.009480	0.617696	0.655614	
-3.760000	0.336096	-0.944745	-0.009414	0.655614	0.693271	
-3.750000	0.326682	-0.938000	-0.009345	0.693271	0.730649	
-3.740000	0.317338	-0.930880	-0.009272	0.730649	0.767736	
-3.730000	0.308066	-0.923388	-0.009195	0.767736	0.804516	
-3.720000	0.298871	-0.915526	-0.009114	0.804516	0.840973	
-3.710000	0.289757	-0.907299	-0.009030	0.840973	0.877095	
-3.700000	0.280726	-0.898708	-0.008943	0.877095	0.912865	
-3.690000	0.271784	-0.889758	-0.008851	0.912865	0.948271	
-3.680000	0.262932	-0.880452	-0.008757	0.948271	0.983297	
-3.670000	0.254176	-0.870794	-0.008658	0.983297	1.017929	
-3.660000	0.245518	-0.860787	-0.008556	1.017929	1.052155	
-3.650000	0.236961	-0.850437	-0.008451	1.052155	1.085960	
-3.640000	0.228510	-0.839746	-0.008343	1.085960	1.119330	
-3.630000	0.220167	-0.828719	-0.008231	1.119330	1.152253	
-3.620000	0.211937	-0.817361	-0.008115	1.152253	1.184715	
-3.610000	0.203821	-0.805675	-0.007997	1.184715	1.216703	
-3.600000	0.195824	-0.793668	-0.007875	1.216703	1.248204	
-3.590000	0.187949	-0.781343	-0.007751	1.248204	1.279206	
-3.580000	0.180199	-0.768705	-0.007623	1.279206	1.309696	
-3.570000	0.172576	-0.755761	-0.007492	1.309696	1.339663	
-3.560000	0.165084	-0.742513	-0.007358	1.339663	1.369093	
-3.550000	0.157727	-0.728969	-0.007221	1.369093	1.397976	
-3.540000	0.150506	-0.715133	-0.007081	1.397976	1.426300	
-3.530000	0.143425	-0.701011	-0.006938	1.426300	1.454054	
-3.520000	0.136487	-0.686609	-0.006793	1.454054	1.481225	
-3.510000	0.129694	-0.671932	-0.006645	1.481225	1.507805	
-3.500000	0.123049	-0.656987	-0.006494	1.507805	1.533781	
